fea1,fea2,fea3,fea4,fea5,fea6,fea7,fea8,fea9,fea10,fea11,fea12,fea13,fea14,fea15,fea16,fea17,fea18,target
0.43421052631578944,0.0,0.9375,0.5459459459459459,2,5,10,2,13,8,0,4,5,17,1,2,23,0,1
0.013157894736842105,0.037037037037037035,0.9715909090909092,1.0,2,29,6,33,6,16,9,25,1,1,5,0,1,32,1
0.39473684210526316,0.0,0.11363636363636365,0.5891891891891892,1,8,10,2,13,8,15,9,17,21,1,2,23,0,1
0.506578947368421,0.0,0.29545454545454547,0.23783783783783785,2,34,19,2,13,8,3,4,8,18,1,2,25,0,1
0.0,0.037037037037037035,0.30113636363636365,1.0,2,14,7,0,9,10,24,19,1,1,6,2,1,14,1
0.013157894736842105,0.3333333333333333,0.6818181818181819,0.5567567567567568,2,4,2,41,6,16,14,11,19,0,0,3,0,1,1
0.5789473684210527,0.0,0.5,0.9351351351351351,1,26,22,2,13,8,15,4,5,25,1,0,5,0,1
0.9473684210526315,0.0,0.5738636363636364,0.9513513513513514,1,33,6,43,13,8,15,4,17,25,1,2,6,0,1
0.9210526315789473,0.0,0.39204545454545453,0.0918918918918919,2,22,19,27,15,15,3,9,5,18,0,0,5,4,1
0.4539473684210526,0.6049382716049383,0.14204545454545456,0.6432432432432433,2,43,22,2,13,8,13,9,11,1,1,19,4,1,1
0.6973684210526315,0.0,0.32386363636363635,0.010810810810810811,2,42,19,2,13,8,13,9,5,10,1,2,17,4,1
0.9671052631578947,0.5555555555555556,0.011363636363636364,0.6864864864864866,1,4,1,32,10,9,4,3,6,0,0,3,4,3,1
0.381578947368421,0.037037037037037035,0.011363636363636364,0.010810810810810811,2,50,19,2,13,8,7,10,10,1,1,4,4,1,1
0.019736842105263157,0.2222222222222222,0.011363636363636364,0.21621621621621623,2,18,16,49,11,0,9,24,20,1,0,3,4,1,1
0.9802631578947368,0.0,0.02840909090909091,0.010810810810810811,1,1,22,37,13,8,3,4,5,18,1,2,14,0,1
0.125,0.0,0.23295454545454547,0.010810810810810811,2,20,6,2,13,8,0,0,2,10,1,0,5,4,0
0.013157894736842105,0.691358024691358,0.011363636363636364,0.7621621621621621,2,28,5,26,6,11,9,24,9,1,0,3,0,1,1
0.13157894736842105,0.0,0.3693181818181818,0.4648648648648649,1,6,16,2,13,8,15,9,17,4,1,2,20,0,1
0.5789473684210527,0.7777777777777777,0.19318181818181818,0.8486486486486486,1,6,8,2,13,8,3,4,5,1,1,17,0,1,1
0.9210526315789473,0.0,0.39204545454545453,0.0918918918918919,2,22,19,27,15,15,3,9,5,18,0,0,5,4,1
0.013157894736842105,0.7901234567901234,0.26136363636363635,0.8,1,33,10,33,6,18,17,16,35,1,1,13,4,1,1
0.6447368421052632,0.0,0.02840909090909091,0.010810810810810811,2,8,1,2,13,8,4,9,2,23,1,0,5,0,1
0.17763157894736842,0.3333333333333333,0.5340909090909091,0.5567567567567568,2,6,12,2,13,8,3,9,17,1,1,6,4,1,1
0.9407894736842105,0.0,0.9488636363636364,0.8432432432432433,2,7,23,37,15,15,18,9,2,3,1,2,6,4,1
0.5263157894736842,0.9135802469135802,0.7840909090909091,0.9567567567567568,1,4,23,2,15,15,3,9,5,1,1,17,4,1,1
0.9539473684210525,0.024691358024691357,0.011363636363636364,0.010810810810810811,2,8,16,27,13,8,3,5,17,10,0,0,5,4,1
0.20394736842105263,0.0,0.3465909090909091,0.010810810810810811,2,12,16,2,15,15,4,9,28,10,1,2,6,0,1
0.019736842105263157,0.7407407407407407,0.09090909090909091,0.7405405405405405,1,27,0,7,11,16,9,11,9,1,1,15,4,1,1
0.7171052631578947,0.0,0.9090909090909092,0.7297297297297298,0,10,12,2,13,8,3,0,25,25,1,2,14,0,1
0.5394736842105263,0.0,0.5227272727272727,0.5675675675675675,2,40,13,2,13,8,8,3,11,16,1,2,9,4,1
0.506578947368421,0.0,0.29545454545454547,0.23783783783783785,2,34,19,2,13,8,3,4,8,18,1,2,25,0,1
0.4276315789473684,0.0,0.32386363636363635,0.5675675675675675,2,25,23,2,13,8,15,9,2,3,1,2,6,0,1
0.6710526315789473,0.0,0.9375,0.14594594594594595,1,8,23,2,13,8,4,9,2,3,1,0,5,0,1
0.9934210526315789,0.0,0.9375,0.6972972972972973,1,9,10,43,15,15,15,9,5,18,1,2,14,4,1
0.013157894736842105,0.35802469135802467,0.40340909090909094,1.0,2,42,0,24,6,13,9,28,1,0,2,2,1,17,1
0.013157894736842105,0.037037037037037035,0.011363636363636364,1.0,2,11,3,42,6,3,17,13,1,1,7,0,1,5,1
0.013157894736842105,0.5185185185185185,0.9431818181818182,0.518918918918919,1,10,12,39,6,16,9,13,28,1,0,3,0,1,1
0.09868421052631579,0.0,0.4318181818181818,0.010810810810810811,2,45,16,2,13,8,15,9,2,6,1,0,5,4,1
0.9671052631578947,0.0,0.6647727272727273,0.010810810810810811,2,14,6,46,13,8,13,9,2,28,1,2,16,4,1
0.013157894736842105,0.037037037037037035,0.011363636363636364,0.010810810810810811,2,20,6,33,6,4,9,26,26,1,0,3,4,1,1
0.09868421052631579,0.0,0.3522727272727273,0.010810810810810811,2,27,12,2,13,8,10,0,23,18,0,0,5,0,1
0.2631578947368421,0.024691358024691357,0.48295454545454547,0.010810810810810811,1,14,10,2,13,8,0,9,2,26,1,0,5,0,1
0.3026315789473684,0.0,0.07386363636363637,0.11351351351351352,2,25,12,2,13,8,3,0,29,18,1,2,13,0,1
0.013157894736842105,0.037037037037037035,0.011363636363636364,1.0,2,27,8,2,6,3,2,18,1,0,2,0,1,5,1
0.013157894736842105,0.037037037037037035,0.011363636363636364,1.0,2,27,8,2,6,3,2,18,1,0,2,0,1,5,1
0.9473684210526315,0.0,0.5909090909090909,0.41621621621621624,2,11,19,43,13,8,3,0,2,10,1,0,5,0,1
0.4276315789473684,0.0,0.32386363636363635,0.5675675675675675,2,25,23,2,13,8,15,9,2,3,1,2,6,0,1
0.0,0.037037037037037035,0.005681818181818182,0.016216216216216217,1,22,4,0,2,17,22,8,1,5,0,1,5,28,1
0.013157894736842105,0.345679012345679,0.9602272727272727,0.005405405405405406,2,31,0,18,6,4,9,17,1,1,3,2,1,34,1
0.7894736842105263,0.0,0.011363636363636364,0.14054054054054055,2,20,19,2,13,8,16,6,28,14,1,2,25,4,1
0.1381578947368421,0.6296296296296295,0.8238636363636364,0.6594594594594595,2,13,13,2,15,15,1,9,17,1,1,16,4,1,1
0.8486842105263157,0.037037037037037035,0.7897727272727273,0.010810810810810811,2,17,8,2,13,8,3,9,31,1,1,10,0,1,1
0.2894736842105263,0.0,0.05681818181818182,0.02702702702702703,2,28,19,2,13,8,1,9,2,3,0,0,5,0,0
0.8486842105263157,0.037037037037037035,0.7897727272727273,0.010810810810810811,2,17,8,2,13,8,3,9,31,1,1,10,0,1,1
0.013157894736842105,0.037037037037037035,0.011363636363636364,0.010810810810810811,2,20,6,33,6,4,9,26,26,1,0,3,4,1,1
0.381578947368421,0.0,0.9375,0.010810810810810811,2,4,1,2,13,8,12,9,2,18,1,0,5,0,1
0.0,0.037037037037037035,0.30113636363636365,1.0,2,14,7,0,9,10,24,19,1,1,6,2,1,14,1
0.6447368421052632,0.38271604938271603,0.011363636363636364,0.3783783783783784,2,49,10,2,13,8,7,10,18,1,1,20,4,1,1
0.0,0.037037037037037035,0.005681818181818182,0.016216216216216217,1,22,4,0,2,17,22,8,1,5,0,1,5,28,1
0.013157894736842105,0.037037037037037035,0.03409090909090909,0.010810810810810811,2,20,23,38,6,18,9,26,28,1,1,19,4,1,1
0.013157894736842105,0.691358024691358,0.75,0.7621621621621621,1,11,0,23,6,4,9,22,28,1,1,19,0,1,1
0.6973684210526315,0.0,0.32386363636363635,0.010810810810810811,2,42,19,2,13,8,13,9,5,10,1,2,17,4,1
0.18421052631578946,0.0,0.32386363636363635,0.745945945945946,1,10,8,2,15,15,10,0,25,18,0,0,5,0,0
0.7039473684210525,0.0,0.07954545454545454,0.827027027027027,1,10,19,2,13,8,1,9,5,18,1,2,10,4,1
0.30921052631578944,0.43209876543209874,0.011363636363636364,0.43783783783783786,1,4,22,2,15,15,3,4,23,1,0,3,0,1,1
0.43421052631578944,0.037037037037037035,0.5454545454545454,0.010810810810810811,1,16,12,2,13,8,3,0,25,1,1,20,4,1,1
0.9342105263157894,0.0,0.5397727272727273,0.6000000000000001,2,17,16,46,13,8,18,9,5,13,1,2,24,4,1
0.013157894736842105,0.037037037037037035,0.7840909090909091,0.010810810810810811,1,10,19,33,6,16,9,13,34,1,1,12,0,1,1
0.013157894736842105,0.06172839506172839,0.011363636363636364,0.31891891891891894,1,6,22,33,6,1,17,11,3,1,0,3,0,1,1
0.9605263157894737,0.0,0.7329545454545455,0.8540540540540541,1,32,16,34,13,8,4,4,2,16,1,2,9,4,1
0.894736842105263,0.0,0.011363636363636364,0.1891891891891892,2,42,10,2,15,15,3,9,21,18,1,2,18,0,1
0.763157894736842,0.037037037037037035,0.16477272727272727,0.010810810810810811,1,49,3,2,13,8,8,3,2,1,1,6,4,1,1
0.013157894736842105,0.037037037037037035,0.011363636363636364,0.010810810810810811,1,33,0,25,6,11,2,24,14,1,1,22,4,1,1
0.013157894736842105,0.037037037037037035,0.6193181818181819,0.010810810810810811,2,22,6,38,6,3,2,20,28,1,1,19,0,1,1
0.09210526315789473,0.0,0.02840909090909091,0.5621621621621622,2,13,22,2,13,8,0,9,17,10,0,2,6,4,0
0.625,0.037037037037037035,0.011363636363636364,0.010810810810810811,2,7,8,2,13,8,3,9,23,1,0,3,4,1,1
0.013157894736842105,0.037037037037037035,0.10227272727272728,0.010810810810810811,1,33,19,47,6,3,17,26,35,1,1,19,4,1,1
0.019736842105263157,0.04938271604938271,0.8465909090909091,1.0,2,5,3,2,11,14,2,11,0,0,2,2,3,29,1
0.9276315789473684,0.0,0.39772727272727276,0.0972972972972973,1,36,6,46,13,8,1,9,2,18,0,0,5,4,0
0.013157894736842105,0.037037037037037035,0.6704545454545455,1.0,1,55,0,12,6,5,17,22,1,0,2,2,1,24,0
0.4407894736842105,0.0,0.011363636363636364,0.010810810810810811,1,30,3,2,13,8,15,9,31,14,1,2,16,4,1
0.9078947368421052,0.0,0.011363636363636364,0.22162162162162163,1,21,19,48,13,8,1,9,2,25,1,2,17,0,1
0.013157894736842105,0.037037037037037035,0.011363636363636364,0.010810810810810811,2,9,3,2,6,4,17,11,4,1,0,3,0,1,1
0.9605263157894737,0.0,0.6420454545454546,0.7783783783783784,1,15,12,34,13,8,12,9,2,19,1,2,17,0,1
0.9934210526315789,0.0,0.9375,0.6972972972972973,1,9,10,43,15,15,15,9,5,18,1,2,14,4,1
0.21052631578947367,0.0,1.0,0.8594594594594596,2,10,22,2,13,8,3,9,17,10,1,2,21,0,1
0.6052631578947368,0.0,0.7670454545454546,0.010810810810810811,1,6,19,2,13,8,15,9,2,24,1,2,14,4,1
0.013157894736842105,0.06172839506172839,0.011363636363636364,0.31891891891891894,1,6,22,33,6,1,17,11,3,1,0,3,0,1,1
0.48026315789473684,0.0,0.011363636363636364,0.7837837837837838,2,35,12,2,13,8,10,0,31,21,1,2,12,4,1
0.5789473684210527,0.0,0.5,0.9351351351351351,1,26,22,2,13,8,15,4,5,25,1,0,5,0,1
0.5263157894736842,0.0,0.6818181818181819,0.5135135135135136,2,6,3,2,13,8,3,9,5,23,1,2,16,4,1
